Filename,Extracted Values
X8Y2F34B,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '470', 'Current Assets ': '2000', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': '2000', 'Total assets less current liabilities ': '2470', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': '2470', 'Capital and reserves ': '2470'}"
X8Y2F337,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4QL1E,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4QNO9,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '3334', 'Current Assets ': 'nan', 'Prepayments and accrued income ': '419', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': '419', 'Total assets less current liabilities ': '3754', 'Creditors: amounts falling due after more than one year ': '-3754', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4QNPL,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4QNRD,"{'Current Assets ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4QO1V,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QO6V,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4QORK,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QP5M,"{'Fixed assets ': 'nan', 'Tangible assets 2 ': '167', 'Current assets ': 'nan', 'Cash at bank and in hand ': '9456', 'Creditors: amounts falling due ': 'nan', 'within one year 3 ': '-9485', 'Net current liabilities ': '-29', 'Net (liabilities)/assets ': '138', 'Capital and reserves ': 'nan', 'Called up share capital ': '500', 'Profit and loss account ': '-362', 'Shareholders funds ': '138'}"
X8Y4QPFS,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one ': 'nan', '': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4QRBV,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QSJK,"{'Current Assets ': '3656', 'Creditors: amounts falling due within one year ': '-3567', 'Net current assets (liabilities) ': '89', 'Total assets less current liabilities ': '89', 'Total net assets (liabilities) ': '89', 'Capital and reserves ': '89'}"
X8Y4QSMO,"{'Current Assets ': '2000', 'Creditors: amounts falling due within one year ': '-1974', 'Net current assets (liabilities) ': '26', 'Total assets less current liabilities ': '26', 'Total net assets (liabilities) ': '26', 'Capital and reserves ': '26'}"
X8Y4QSOG,"{'Current Assets ': '246', 'Creditors: amounts falling due within one year 31D (1 ': 'nan', 'Net current assets (liabilities) ': '245', 'Total assets less current liabilities ': '245', 'Total net assets (liabilities) ': '245', 'Capital and reserves ': '245'}"
X8Y4QT61,"{'Unpaid called up share capital, classed as ': 'nan', 'current asset ': '100', 'Cash at bank and in hand ': '000', 'Net assets ': '100', 'Capital & ': 'nan', 'Fully paid called up share capital ': '000', 'Shareholder funds ': '100', 'Principal activity ': 'nan'}"
X8Y4QUNU,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '33396', 'Current Assets ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': '33397', 'Total net assets (liabilities) ': '33397', 'Capital and reserves ': '33397'}"
X8Y4QUTD,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '3 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QVGI,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QVOX,"{'Fixed Assets ': '923', 'Current Assets ': '4755', 'Creditors: amounts falling due within one year ': '-1719', 'Net current assets (liabilities) ': '3036', 'Total assets less current liabilities ': '3959', 'Total net assets (liabilities) ': '3959', 'Capital and reserves ': '3959'}"
X8Y4QVUG,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QW2Z,"{'Fixed Assets ': '32652', 'Current Assets ': '13738', 'Prepayments and accrued income ': '356', 'Creditors: amounts falling due within one year ': '-50429', 'Net current assets (liabilities) ': '-36335', 'Total assets less current liabilities ': '-3683', 'Total net assets (liabilities) ': '-3683', 'Capital and reserves ': '-3683'}"
X8Y4QWEH,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '10', 'Net assets ': '10', 'Issued share capital ': 'nan', '10 Ordinary Shares 1 of Â£ each ': '10', 'Total Shareholder funds ': '10'}"
X8Y4QX4H,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '100 Ordinary Shares of Â£ 100 each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QXRM,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Creditors: amounts falling due within one ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4QXYP,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each 1 ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4QZ0O,"{'Called up share capital not paid ': '11', 'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': '11', 'Issued share capital ': 'nan', '11 Ordinary Shares of Â£ | each ': '11', 'Total Shareholder funds ': '11'}"
X8Y4QZEX,"{'Current Assets ': '5383', 'Creditors: amounts falling due within one year ': '-5054', 'Net current assets (liabilities) ': '329', 'Total assets less current liabilities ': '329', 'Creditors: amounts falling due after more than one year ': 'nan', 'Total net assets (liabilities) ': '329', 'Capital and reserves ': '329'}"
X8Y4QZFL,"{'Fixed assets ': '47548', 'Current assets ': '79375', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-106194', 'Net current liabilities ': '-26819', 'Total assets less current liabilities ': '20729', 'Creditors: amounts falling due after ': 'nan', 'more than one year ': '-20603', 'Net assets ': '126', 'Capital and reserves ': '126', 'Number Number ': 'nan', 'Average number of employee ': 'nan'}"
X8Y4R0K3,"{'Cash at bank and in hand ': '100000', 'Net assets ': '100000', 'Capital & ': 'nan', 'Fully paid called up share capital ': '100000', 'Shareholder funds ': '100000', 'Principal activity ': 'nan'}"
X8Y4R1VE,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4R1X6,"{'Current Assets ': '26835', 'Creditors: amounts falling due within one year ': '-26962', 'Net current assets (liabilities) ': '-127', 'Total assets less current liabilities ': '-127', 'Total net assets (liabilities) ': '-127', 'Capital and reserves ': '-127'}"
X8Y4R2E0,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4R2LT,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '10000', '': '10000', 'Capital and reserves ': 'nan', 'Called up share capital ': '10000', 'Shareholders funds ': '10000'}"
X8Y4R2OQ,"{'Fixed Assets ': '282', 'Current Assets ': '2898', 'Net current assets (liabilities) ': '2898', 'Total assets less current liabilities ': '3180', 'Creditors: amounts falling due after more than one ': 'nan', '': '-1982', 'Total net assets (liabilities) ': '1198', 'Capital and reserves ': '1198'}"
X8Y4R2T6,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '30', 'Net assets ': '30', 'Authorised share capital ': 'nan', '0 Ordinary of Â£1 each ': 'nan', 'Issued share capital ': 'nan', '30 Ordinary of Â£1 each ': '30', 'Total shareholder funds ': '30'}"
X8Y4R2TV,"{'Fixed assets ': '21575', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-22094', 'Net current liabilities ': '-22094', 'Total assets less current liabilities ': '-519', 'Net liabilities ': '-519', 'Capital and reserves ': '-519'}"
X8Y4R4EZ,"{'Called up share capital not paid ': '100', 'Current assets ': 'nan', 'Creditors: amounts falling due within one year ': '-1122', 'Net current liabilities ': '-1122', 'Total assets less current liabilities ': '-1022', 'Accruals and deferred income ': '-80', 'Net liabilities ': '-1102', 'Capital and reserves ': '-1102', '1 Average number of employee ': 'nan'}"
X8Y4R4QG,"{'Called up share capital not paid ': 'nan', 'Current assets ': '5792', 'Creditors: amounts falling due within one year ': '-5161', 'Net current assets ': '631', 'Total assets less current liabilities ': '632', 'Net assets ': '632', 'Capital and reserves ': '632'}"
X8Y4R5PL,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4R7EY,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4R7MZ,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Authorised share capital ': 'nan', '0 Ordinary of Â£1 each ': 'nan', 'Issued share capital ': 'nan', '100 Ordinary of Â£1 each ': '100', 'Total shareholder funds ': '100'}"
X8Y4R8QG,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '196823', 'Current Assets ': '65455', 'Creditors: amounts falling due within one year (77,245)(118,666) ': 'nan', 'Net current assets (liabilities) ': '-53211', 'Total assets less current liabilities ': '143612', 'Creditors: amounts falling due after more than one ': 'nan', 'Total net assets (liabilities) ': '143612', 'Capital and reserves ': '143612'}"
X8Y4R8UH,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4R014,"{'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Creditors: amounts falling due within one ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4R66O,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y4R88A,"{'Current Assets ': '220096', 'Creditors: amounts falling due within one year ': '-42371', 'Net current assets (liabilities) ': '177725', 'Total assets less current liabilities ': '177725', 'Total net assets (liabilities) ': '177725', 'Capital and reserves ': '177725'}"
X8Y4R942,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RB69,"{'Net assets ': 'nan', 'Reserves ': 'nan'}"
X8Y4RCC3,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RCN0,"{'Creditors: amounts falling due within one year (14) ': 'nan', 'Net current liabilities (14) ': 'nan', 'Capital and reserves {14) ': 'nan', 'Notes to the financial statements ': 'nan', '1 Director benefits: advances, credit and guarantees ': 'nan'}"
X8Y4RE7S,"{'Called up share capital not paid ': 'nan', 'Capital and reserves ': 'nan', 'Notes to the financial statements ': 'nan', '1 ': 'nan'}"
X8Y4REEP,"{'Fixed Assets ': 'nan', 'Current Assets ': '9', 'Net current assets (liabilities) ': '9', 'Total assets less current liabilities ': '9', 'Total net assets (liabilities) ': '9', 'Capital and reserves ': '9'}"
X8Y4REMA,"{'Called up share capital not paid ': '100', 'Fixed Assets ': '17244', 'Current Assets ': '67390', 'Net current assets (liabilities) ': '67390', 'Total assets less current liabilities ': '84734', 'Total net assets (liabilities) ': '84734', 'Capital and reserves ': '84734'}"
X8Y4RFD6,"{'Fixed Assets ': '2508', 'Creditors: amounts falling due within one year ': '-2039', 'Net current assets (liabilities) ': '-2039', 'Total assets less current liabilities ': '469', 'Total net assets (liabilities) ': '469', 'Capital and reserves ': '469'}"
X8Y4RG7U,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4RGAB,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '10', 'Net assets ': '10', 'Issued share capital ': 'nan', '10 Ordinary Shares 1 of Â£ each ': '10', 'Total Shareholder funds ': '10'}"
X8Y4RH9C,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Capital and reserves ': 'nan', 'Called up share capital ': '100', 'Shareholders funds ': '100'}"
X8Y4RHX7,"{'Current assets ': '100', 'Net current assets ': '100', 'Capital and reserves ': '100', 'Notes to the financial statements ': 'nan', '1 ': 'nan'}"
X8Y4RI3S,"{'Current Assets ': 'nan', 'Creditors: amounts falling due within one year ': '-646', 'Net current assets (liabilities) ': '-643', 'Total assets less current liabilities ': '-643', 'Total net assets (liabilities) ': '-643', 'Capital and reserves ': '-643'}"
X8Y4RJKJ,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RKWI,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '3942', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': '3942', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': '3942', 'Capital and reserves ': '3942'}"
X8Y4RL0B,"{'Called up share capital not paid ': '10000', 'Net assets ': '10000', 'Tssued share capital ': 'nan', '10000 Ordinary Shares 1 of Â£ each ': '10000', 'Total Shareholder funds ': '10000'}"
X8Y4RLJL,"{'Called up share capital not paid ': '100', 'Net assets ': '100', 'Tssued share capital ': 'nan', '100 Ordinary Shares of Â£ | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4RLLM,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RM4W,"{'Fixed Assets ': '481', 'Current Assets ': '53068', 'Creditors: amounts falling due within one year ': '-3218', 'Net current assets (liabilities) ': '49850', 'Total assets less current liabilities ': '50331', 'Total net assets (liabilities) ': '50331', 'Capital and reserves ': '50331'}"
X8Y4RM48,"{'Called up share capital not paid ': 'nan', 'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Authorised share capital ': 'nan', '0 Ordinary of Â£0 each ': 'nan', 'Issued share capital ': 'nan', '10 Ordinary of Â£0 each ': 'nan', 'Total shareholder funds ': 'nan'}"
X8Y4RMKR,"{'Fixed Assets ': '286179', 'Current Assets ': '56654', 'Creditors: amounts falling due within one year ': '-260257', 'Net current assets (liabilities) ': '-203603', 'Total assets less current liabilities ': '82576', 'Creditors: amounts falling due after more than one ': 'nan', '': '-57619', 'Total net assets (liabilities) ': '24957', 'Capital and reserves ': '24957'}"
X8Y4RP2J,"{'Fixed Assets ': '1856', 'Current Assets ': '11889', 'Creditors: amounts falling due within one year ': '-13346', 'Net current assets (liabilities) ': '-1457', 'Total assets less current liabilities ': '399', 'Total net assets (liabilities) ': '399', 'Capital and reserves ': '399'}"
X8Y4RPRV,"{'Fixed Assets ': '7981', 'Current Assets ': '43129', 'Creditors: amounts falling due within one year ': '-35807', 'Net current assets (liabilities) ': '7322', 'Total assets less current liabilities ': '15303', 'Total net assets (liabilities) ': '15303', 'Capital and reserves ': '15303'}"
X8Y4RPXC,"{'Creditors: amounts falling due within one year ': '-5374', 'Net current assets (liabilities) ': '-5374', 'Total assets less current liabilities ': '-5374', 'Total net assets (liabilities) ': '-5374', 'Capital and reserves ': '-5374'}"
X8Y4RQMB,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '37', 'Net assets ': '37', 'Issued share capital ': 'nan', '37 Ordinary Shares 1 of Â£ each ': '37', 'Total Shareholder funds ': '37'}"
X8Y4RR01,"{'Current assets ': '18346', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-15708', 'Net current assets ': '2640', 'Total assets less current liabilities ': '2640', 'Accruals and deferred income ': '-1683', 'Net assets ': '957', 'Capital and reserves ': '957'}"
X8Y4RREB,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares 1 of Â£ each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4RSXR,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '10 Ordinary Shares of Â£ | each 1o 10 ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RTW8,"{'Fixed Assets ': '18824', 'Current Assets ': 'nan', 'Creditors: amounts falling due within one year ': '-21741', 'Net current assets (liabilities) ': '-21739', 'Total assets less current liabilities ': '-2915', 'Total net assets (liabilities) ': '-2915', 'Capital and reserves ': '-2915'}"
X8Y4RU81,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '279290', 'Current Assets ': '5848', 'Prepayments and accrued income ': '600', 'Creditors: amounts falling due within one year ': '-4534', 'Net current assets (liabilities) ': '1914', 'Total assets less current liabilities ': '281204', 'Creditors: amounts falling due after more than one ': 'nan', '': '-256000', 'Total net assets (liabilities) ': '25204', 'Capital and reserves ': '25204'}"
X8Y4RUDE,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '100', 'Net assets ': '100', 'Issued share capital ': 'nan', '100 Ordinary Shares of Â£ | each ': '100', 'Total Shareholder funds ': '100'}"
X8Y4RUPK,"{'Fixed Assets ': '482', 'Current Assets ': '21752', 'Creditors: amounts falling due within one year ': '-3671', 'Net current assets (liabilities) ': '18081', 'Total assets less current liabilities ': '18563', 'Total net assets (liabilities) ': '18563', 'Capital and reserves ': '18563'}"
X8Y4RV3M,"{'Called up share capital not paid ': '10000', 'Net assets ': '10000', 'Tssued share capital ': 'nan', '10000 Ordinary Shares 1 of Â£ each ': '10000', 'Total Shareholder funds ': '10000'}"
X8Y4RVQH,"{'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 0 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RWLD,"{'Current assets ': 'nan', 'Cash at bank and in hand ': '1000', 'Net assets ': '1000', 'Issued share capital ': 'nan', '1000 Ordinary Shares 1 of Â£ each ': '1000', 'Total Shareholder funds ': '1000'}"
X8Y4RX03,"{'Fixed Assets ': '17877', 'Current Assets ': '9724', 'Creditors: amounts falling due within one year ': '-8078', 'Net current assets (liabilities) ': '1646', 'Total assets less current liabilities ': '19523', 'Creditors: amounts falling due after more than one ': 'nan', '': '-18676', 'Total net assets (liabilities) ': '847', 'Capital and reserves ': '847'}"
X8Y4RX54,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RXDD,"{'Fixed assets ': '409', 'Current assets ': '23146', 'Prepayments and accrued income ': '1680', '': '24826', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-19333', 'Net current assets ': '5493', 'Total assets less current liabilities ': '5902', 'Net assets ': '5902', 'Capital and reserves ': '5902'}"
X8Y4RYWX,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4RZAZ,"{'Current Assets ': '124', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': '124', 'Total assets less current liabilities ': '124', 'Creditors: amounts falling due after more than one ': 'nan', '': '-7359', 'Total net assets (liabilities) ': '-7235', 'Capital and reserves ': '-7235'}"
X8Y4RZKO,"{'Current Assets ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4RZMH,"{'Current assets ': '17562', 'Creditors: amounts falling due within ': 'nan', 'one year ': '-11731', 'Net current assets ': '5831', 'Total assets less current liabilities ': '5831', 'Net assets ': '5831', 'Capital and reserves ': '5831'}"
X8Y4S1CP,"{'Fixed Assets ': '10954', 'Current Assets ': '64567', 'Creditors: amounts falling due within one year ': '-18635', 'Net current assets (liabilities) ': '45932', 'Total assets less current liabilities ': '56886', 'Total net assets (liabilities) ': '56886', 'Capital and reserves ': '56886'}"
X8Y4S1RV,"{'Fixed Assets ': 'nan', 'Current Assets ': '8499', 'Creditors: amounts falling due within one year ': '-7866', 'Net current assets (liabilities) ': '633', 'Total assets less current liabilities ': '637', 'Total net assets (liabilities) ': '637', 'Capital and reserves ': '637'}"
X8Y4S2W9,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S3MP,"{'Fixed assets ': '533', 'Current assets ': '43465', 'Creditors: amounts falling due within one ': 'nan', 'year ': '-42885', 'Net current assets ': '580', 'Total assets less current liabilities ': '1113', 'Net assets ': '1113', 'Capital and reserves ': '1113', 'Average number of employee ': 'nan'}"
X8Y4S3PL,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': 'nan', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': 'nan', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': 'nan', 'Capital and reserves ': 'nan'}"
X8Y4S3QX,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S3RE,"{'Current assers ': '19', 'Net eurrcut Ä…sscts ': '19', 'Cupital and reserves 9 ': 'nan'}"
X8Y4S3T6,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '2 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S3TU,"{'Called up share capital not paid ': 'nan', 'Fixed Assets ': '20766', 'Current Assets ': 'nan', 'Prepayments and accrued income ': 'nan', 'Creditors: amounts falling due within one year ': 'nan', 'Net current assets (liabilities) ': 'nan', 'Total assets less current liabilities ': '20766', 'Creditors: amounts falling due after more than one year ': 'nan', 'Provisions for liabilities ': 'nan', 'Accruals and deferred income ': 'nan', 'Total net assets (liabilities) ': '20766', 'Capital and reserves ': '20766'}"
X8Y4S3VE,"{'Called up share capital not paid ': '10', 'Net assets ': '10', 'Tssued share capital ': 'nan', '10 Ordinary Shares of Â£ | each ': '10', 'Total Shareholder funds ': '10'}"
X8Y4S4OI,"{'Current asscts ': '2726', 'Creditors: amounts falling due within one year ': '1510', 'Net current assets ': '1216', 'Total assets less current liabilities ': '1216', 'Accruals and deferred income ': '360', '': '856', 'Capital and reserves ': '856'}"
X8Y4S6AA,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '1 Ordinary Share 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S7YB,"{'Fixed Assets ': '317143', 'Current Assets ': '5948', 'Prepayments and accrued income ': '45', 'Creditors: amounts falling due within one year ': '-29441', 'Net current assets (liabilities) ': '-23448', 'Total assets less current liabilities ': '293695', 'Creditors: amounts falling due after more than one ': 'nan', 'Accruals and deferred income ': '-850', 'Total net assets (liabilities) ': '93649', 'Capital and reserves ': '93649'}"
X8Y4S08G,"{'Fixed Assets ': '409', 'Current Assets ': '13634', 'Creditors: amounts falling due within one year ': '-5890', 'Net current assets (liabilities) ': '7744', 'Total assets less current liabilities ': '8153', 'Total net assets (liabilities) ': '8153', 'Capital and reserves ': '8153'}"
X8Y4S8TF,"{'Current assets ': 'nan', 'Cash at bank and in hand ': 'nan', 'Net assets ': 'nan', 'Issued share capital ': 'nan', '3 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S9F6,"{'Called up share capital not paid ': 'nan', 'Net assets ': 'nan', 'Tssued share capital ': 'nan', '3 Ordinary Shares 1 of Â£ each ': 'nan', 'Total Shareholder funds ': 'nan'}"
X8Y4S037,"{'Called up share capital not paid ': '000', 'Current assets ': 'nan', 'Cash at bank and in hand ': '10000', 'Net assets ': '10000', 'Issued share capital ': 'nan', '100 A Ordinary Shares of Â£1.00 each ': '10000', 'Total Shareholder funds ': '10000'}"
